returned,month,county,year,date,day,sent
33424,10,waukesha,2018,2018/10/27,27,40187
1663,10,waupaca,2018,2018/10/27,27,2072
547,10,waushara,2018,2018/10/27,27,805
8703,10,winnebago,2018,2018/10/27,27,10642
2939,10,wood,2018,2018/10/27,27,3659
377,10,kewaunee,2018,2018/10/21,21,579
2975,10,la crosse,2018,2018/10/21,21,4830
188,10,lafayette,2018,2018/10/21,21,292
250,10,langlade,2018,2018/10/21,21,482
419,10,lincoln,2018,2018/10/21,21,681
1895,10,manitowoc,2018,2018/10/21,21,2679
3559,10,marathon,2018,2018/10/21,21,5110
771,10,marinette,2018,2018/10/21,21,1151
214,10,marquette,2018,2018/10/21,21,351
54,10,menominee,2018,2018/10/21,21,70
21971,10,milwaukee,2018,2018/10/21,21,34442
453,10,monroe,2018,2018/10/21,21,755
631,10,oconto,2018,2018/10/21,21,948
376,10,adams,2018,2018/10/23,23,505
328,10,ashland,2018,2018/10/23,23,508
752,10,barron,2018,2018/10/23,23,1157
549,10,bayfield,2018,2018/10/29,29,740
14616,10,brown,2018,2018/10/29,29,17773
190,10,buffalo,2018,2018/10/29,29,273
435,10,burnett,2018,2018/10/29,29,577
2342,10,calumet,2018,2018/10/29,29,2847
2447,10,chippewa,2018,2018/10/29,29,2964
317,10,clark,2018,2018/10/29,29,423
2254,10,columbia,2018,2018/10/29,29,2807
263,10,crawford,2018,2018/10/29,29,373
45486,10,dane,2018,2018/10/29,29,53529
2537,10,dodge,2018,2018/10/29,29,3242
1762,10,door,2018,2018/10/29,29,2196
1001,10,oneida,2018,2018/10/21,21,1675
3591,10,outagamie,2018,2018/10/21,21,5961
4470,10,ozaukee,2018,2018/10/21,21,6333
56,10,pepin,2018,2018/10/21,21,124
491,10,pierce,2018,2018/10/21,21,978
510,10,polk,2018,2018/10/21,21,898
2328,10,portage,2018,2018/10/21,21,3151
177,10,price,2018,2018/10/21,21,320
3341,10,racine,2018,2018/10/21,21,6390
77,10,richland,2018,2018/10/21,21,173
2922,10,rock,2018,2018/10/21,21,4679
138,10,rusk,2018,2018/10/21,21,245
1965,10,st. croix,2018,2018/10/21,21,3101
327,10,adams,2018,2018/10/22,22,462
282,10,ashland,2018,2018/10/22,22,465
581,10,barron,2018,2018/10/22,22,982
425,10,bayfield,2018,2018/10/23,23,621
9182,10,brown,2018,2018/10/23,23,12699
137,10,buffalo,2018,2018/10/23,23,230
332,10,burnett,2018,2018/10/23,23,491
1377,10,calumet,2018,2018/10/23,23,1884
1562,10,chippewa,2018,2018/10/23,23,2133
224,10,clark,2018,2018/10/23,23,336
1501,10,columbia,2018,2018/10/23,23,2078
156,10,crawford,2018,2018/10/23,23,279
26443,10,dane,2018,2018/10/23,23,35662
1545,10,dodge,2018,2018/10/23,23,2322
1825,10,douglas,2018,2018/10/29,29,2273
1049,10,dunn,2018,2018/10/29,29,1467
5078,10,eau claire,2018,2018/10/29,29,6031
135,10,florence,2018,2018/10/29,29,202
3796,10,fond du lac,2018,2018/10/29,29,5078
245,10,forest,2018,2018/10/29,29,364
1108,10,grant,2018,2018/10/29,29,1630
903,10,green,2018,2018/10/29,29,1284
555,10,green lake,2018,2018/10/29,29,722
832,10,iowa,2018,2018/10/29,29,1041
283,10,iron,2018,2018/10/29,29,353
1042,10,sauk,2018,2018/10/21,21,1855
498,10,sawyer,2018,2018/10/21,21,737
405,10,shawano,2018,2018/10/21,21,752
3114,10,sheboygan,2018,2018/10/21,21,4486
248,10,taylor,2018,2018/10/21,21,413
185,10,trempealeau,2018,2018/10/21,21,387
299,10,vernon,2018,2018/10/21,21,572
1007,10,vilas,2018,2018/10/21,21,1349
2331,10,walworth,2018,2018/10/21,21,4052
325,10,washburn,2018,2018/10/21,21,553
3226,10,washington,2018,2018/10/21,21,5147
12191,10,waukesha,2018,2018/10/21,21,20260
383,10,bayfield,2018,2018/10/22,22,582
7758,10,brown,2018,2018/10/22,22,11344
125,10,buffalo,2018,2018/10/22,22,214
314,10,burnett,2018,2018/10/22,22,483
1115,10,calumet,2018,2018/10/22,22,1650
1446,10,chippewa,2018,2018/10/22,22,2021
186,10,clark,2018,2018/10/22,22,299
1307,10,columbia,2018,2018/10/22,22,1879
127,10,crawford,2018,2018/10/22,22,254
890,10,door,2018,2018/10/23,23,1372
1382,10,douglas,2018,2018/10/23,23,1883
765,10,dunn,2018,2018/10/23,23,1158
3235,10,eau claire,2018,2018/10/23,23,4379
105,10,florence,2018,2018/10/23,23,165
2453,10,fond du lac,2018,2018/10/23,23,3624
180,10,forest,2018,2018/10/23,23,300
673,10,grant,2018,2018/10/23,23,1278
554,10,green,2018,2018/10/23,23,884
250,10,jackson,2018,2018/10/29,29,393
2639,10,jefferson,2018,2018/10/29,29,3431
442,10,juneau,2018,2018/10/29,29,637
9953,10,kenosha,2018,2018/10/29,29,11995
539,10,kewaunee,2018,2018/10/29,29,710
7545,10,la crosse,2018,2018/10/29,29,8714
261,10,lafayette,2018,2018/10/29,29,361
449,10,langlade,2018,2018/10/29,29,658
659,10,lincoln,2018,2018/10/29,29,925
3262,10,manitowoc,2018,2018/10/29,29,4008
6595,10,marathon,2018,2018/10/29,29,7931
1209,10,marinette,2018,2018/10/29,29,1591
859,10,waupaca,2018,2018/10/21,21,1416
364,10,waushara,2018,2018/10/21,21,636
4339,10,winnebago,2018,2018/10/21,21,6586
1549,10,wood,2018,2018/10/21,21,2480
21877,10,dane,2018,2018/10/22,22,31678
1341,10,dodge,2018,2018/10/22,22,2160
779,10,door,2018,2018/10/22,22,1267
1201,10,douglas,2018,2018/10/22,22,1767
645,10,dunn,2018,2018/10/22,22,1089
2753,10,eau claire,2018,2018/10/22,22,3986
94,10,florence,2018,2018/10/22,22,153
2139,10,fond du lac,2018,2018/10/22,22,3354
126,10,forest,2018,2018/10/22,22,277
576,10,grant,2018,2018/10/22,22,1145
454,10,green,2018,2018/10/22,22,815
285,10,green lake,2018,2018/10/22,22,477
367,10,green lake,2018,2018/10/23,23,576
528,10,iowa,2018,2018/10/23,23,753
215,10,iron,2018,2018/10/23,23,282
178,10,jackson,2018,2018/10/23,23,336
1588,10,jefferson,2018,2018/10/23,23,2361
295,10,juneau,2018,2018/10/23,23,474
6569,10,kenosha,2018,2018/10/23,23,8943
404,10,kewaunee,2018,2018/10/23,23,601
3872,10,la crosse,2018,2018/10/23,23,5693
219,10,lafayette,2018,2018/10/23,23,319
353,10,marquette,2018,2018/10/29,29,491
91,10,menominee,2018,2018/10/29,29,102
47899,10,milwaukee,2018,2018/10/29,29,58120
1006,10,monroe,2018,2018/10/29,29,1305
984,10,oconto,2018,2018/10/29,29,1274
1720,10,oneida,2018,2018/10/29,29,2235
9430,10,outagamie,2018,2018/10/29,29,11536
9210,10,ozaukee,2018,2018/10/29,29,10629
111,10,pepin,2018,2018/10/29,29,176
1235,10,pierce,2018,2018/10/29,29,1695
930,10,polk,2018,2018/10/29,29,1255
4130,10,portage,2018,2018/10/29,29,4856
444,10,iowa,2018,2018/10/22,22,682
204,10,iron,2018,2018/10/22,22,270
97,10,jackson,2018,2018/10/22,22,261
1308,10,jefferson,2018,2018/10/22,22,2075
277,10,juneau,2018,2018/10/22,22,452
5697,10,kenosha,2018,2018/10/22,22,8248
377,10,kewaunee,2018,2018/10/22,22,579
2977,10,la crosse,2018,2018/10/22,22,4847
188,10,lafayette,2018,2018/10/22,22,292
250,10,langlade,2018,2018/10/22,22,482
419,10,lincoln,2018,2018/10/22,22,682
1902,10,manitowoc,2018,2018/10/22,22,2695
3574,10,marathon,2018,2018/10/22,22,5131
301,10,langlade,2018,2018/10/23,23,534
467,10,lincoln,2018,2018/10/23,23,726
2173,10,manitowoc,2018,2018/10/23,23,2953
4054,10,marathon,2018,2018/10/23,23,5569
847,10,marinette,2018,2018/10/23,23,1238
239,10,marquette,2018,2018/10/23,23,378
64,10,menominee,2018,2018/10/23,23,79
27207,10,milwaukee,2018,2018/10/23,23,38938
595,10,monroe,2018,2018/10/23,23,890
705,10,oconto,2018,2018/10/23,23,1014
285,10,price,2018,2018/10/29,29,428
10379,10,racine,2018,2018/10/29,29,12819
249,10,richland,2018,2018/10/29,29,372
5983,10,rock,2018,2018/10/29,29,7630
248,10,rusk,2018,2018/10/29,29,369
3787,10,st. croix,2018,2018/10/29,29,4863
2183,10,sauk,2018,2018/10/29,29,2837
767,10,sawyer,2018,2018/10/29,29,953
844,10,shawano,2018,2018/10/29,29,1212
5285,10,sheboygan,2018,2018/10/29,29,6584
395,10,taylor,2018,2018/10/29,29,559
321,10,trempealeau,2018,2018/10/29,29,515
773,10,marinette,2018,2018/10/22,22,1160
214,10,marquette,2018,2018/10/22,22,351
54,10,menominee,2018,2018/10/22,22,70
21973,10,milwaukee,2018,2018/10/22,22,34452
453,10,monroe,2018,2018/10/22,22,755
646,10,oconto,2018,2018/10/22,22,959
1001,10,oneida,2018,2018/10/22,22,1682
3600,10,outagamie,2018,2018/10/22,22,5962
4470,10,ozaukee,2018,2018/10/22,22,6339
56,10,pepin,2018,2018/10/22,22,124
491,10,pierce,2018,2018/10/22,22,982
513,10,polk,2018,2018/10/22,22,901
2332,10,portage,2018,2018/10/22,22,3153
1176,10,oneida,2018,2018/10/23,23,1801
4813,10,outagamie,2018,2018/10/23,23,7123
5470,10,ozaukee,2018,2018/10/23,23,7212
66,10,pepin,2018,2018/10/23,23,135
678,10,pierce,2018,2018/10/23,23,1155
574,10,polk,2018,2018/10/23,23,952
2630,10,portage,2018,2018/10/23,23,3446
229,10,price,2018,2018/10/23,23,371
4547,10,racine,2018,2018/10/23,23,7513
87,10,richland,2018,2018/10/23,23,186
3447,10,rock,2018,2018/10/23,23,5233
559,10,vernon,2018,2018/10/29,29,813
1510,10,vilas,2018,2018/10/29,29,1758
5010,10,walworth,2018,2018/10/29,29,6441
514,10,washburn,2018,2018/10/29,29,689
8791,10,washington,2018,2018/10/29,29,10493
33427,10,waukesha,2018,2018/10/29,29,40212
1674,10,waupaca,2018,2018/10/29,29,2079
559,10,waushara,2018,2018/10/29,29,812
8966,10,winnebago,2018,2018/10/29,29,10902
2986,10,wood,2018,2018/10/29,29,3697
177,10,price,2018,2018/10/22,22,320
3341,10,racine,2018,2018/10/22,22,6393
77,10,richland,2018,2018/10/22,22,173
2925,10,rock,2018,2018/10/22,22,4698
138,10,rusk,2018,2018/10/22,22,245
1966,10,st. croix,2018,2018/10/22,22,3102
1057,10,sauk,2018,2018/10/22,22,1866
517,10,sawyer,2018,2018/10/22,22,752
405,10,shawano,2018,2018/10/22,22,752
3116,10,sheboygan,2018,2018/10/22,22,4488
249,10,taylor,2018,2018/10/22,22,413
185,10,trempealeau,2018,2018/10/22,22,387
299,10,vernon,2018,2018/10/22,22,572
150,10,rusk,2018,2018/10/23,23,256
2396,10,st. croix,2018,2018/10/23,23,3510
1347,10,sauk,2018,2018/10/23,23,2078
571,10,sawyer,2018,2018/10/23,23,792
484,10,shawano,2018,2018/10/23,23,839
3576,10,sheboygan,2018,2018/10/23,23,4913
276,10,taylor,2018,2018/10/23,23,441
202,10,trempealeau,2018,2018/10/23,23,407
331,10,vernon,2018,2018/10/23,23,596
1094,10,vilas,2018,2018/10/23,23,1402
466,10,adams,2018,2018/10/25,25,581
389,10,ashland,2018,2018/10/25,25,573
955,10,barron,2018,2018/10/25,25,1394
486,10,bayfield,2018,2018/10/25,25,692
1014,10,vilas,2018,2018/10/22,22,1352
2334,10,walworth,2018,2018/10/22,22,4056
327,10,washburn,2018,2018/10/22,22,553
3233,10,washington,2018,2018/10/22,22,5153
12192,10,waukesha,2018,2018/10/22,22,20275
879,10,waupaca,2018,2018/10/22,22,1425
374,10,waushara,2018,2018/10/22,22,649
4380,10,winnebago,2018,2018/10/22,22,6636
1561,10,wood,2018,2018/10/22,22,2489
2871,10,walworth,2018,2018/10/23,23,4603
379,10,washburn,2018,2018/10/23,23,585
4341,10,washington,2018,2018/10/23,23,6276
16723,10,waukesha,2018,2018/10/23,23,24241
1056,10,waupaca,2018,2018/10/23,23,1531
418,10,waushara,2018,2018/10/23,23,692
5058,10,winnebago,2018,2018/10/23,23,7332
1851,10,wood,2018,2018/10/23,23,2733
11726,10,brown,2018,2018/10/25,25,15012
163,10,buffalo,2018,2018/10/25,25,247
388,10,burnett,2018,2018/10/25,25,532
1739,10,calumet,2018,2018/10/25,25,2289
1980,10,chippewa,2018,2018/10/25,25,2534
271,10,clark,2018,2018/10/25,25,388
1866,10,columbia,2018,2018/10/25,25,2449
218,10,crawford,2018,2018/10/25,25,334
34329,10,dane,2018,2018/10/25,25,43497
2013,10,dodge,2018,2018/10/25,25,2771
1145,10,door,2018,2018/10/25,25,1627
1559,10,douglas,2018,2018/10/25,25,2045
907,10,dunn,2018,2018/10/25,25,1323
4051,10,eau claire,2018,2018/10/25,25,5138
123,10,florence,2018,2018/10/25,25,183
3075,10,fond du lac,2018,2018/10/25,25,4241
210,10,forest,2018,2018/10/25,25,340
888,10,grant,2018,2018/10/25,25,1442
732,10,green,2018,2018/10/25,25,1064
467,10,green lake,2018,2018/10/25,25,673
669,10,iowa,2018,2018/10/25,25,884
233,10,iron,2018,2018/10/25,25,305
209,10,jackson,2018,2018/10/25,25,361
2130,10,jefferson,2018,2018/10/25,25,2961
323,10,juneau,2018,2018/10/25,25,506
519,10,adams,2018,2018/10/26,26,647
436,10,ashland,2018,2018/10/26,26,601
1089,10,barron,2018,2018/10/26,26,1521
516,10,bayfield,2018,2018/10/26,26,716
13080,10,brown,2018,2018/10/26,26,16240
287,10,adams,2018,2018/10/18,18,419
228,10,ashland,2018,2018/10/18,18,365
506,10,barron,2018,2018/10/18,18,897
8033,10,kenosha,2018,2018/10/25,25,10313
468,10,kewaunee,2018,2018/10/25,25,654
5655,10,la crosse,2018,2018/10/25,25,6931
238,10,lafayette,2018,2018/10/25,25,335
379,10,langlade,2018,2018/10/25,25,593
569,10,lincoln,2018,2018/10/25,25,805
2694,10,manitowoc,2018,2018/10/25,25,3479
5142,10,marathon,2018,2018/10/25,25,6612
989,10,marinette,2018,2018/10/25,25,1378
297,10,marquette,2018,2018/10/25,25,438
79,10,menominee,2018,2018/10/25,25,91
36336,10,milwaukee,2018,2018/10/25,25,47495
175,10,buffalo,2018,2018/10/26,26,253
395,10,burnett,2018,2018/10/26,26,545
1975,10,calumet,2018,2018/10/26,26,2491
2140,10,chippewa,2018,2018/10/26,26,2668
313,10,clark,2018,2018/10/26,26,418
2047,10,columbia,2018,2018/10/26,26,2602
239,10,crawford,2018,2018/10/26,26,354
38596,10,dane,2018,2018/10/26,26,47040
2188,10,dodge,2018,2018/10/26,26,2905
1521,10,door,2018,2018/10/26,26,1974
1694,10,douglas,2018,2018/10/26,26,2159
944,10,dunn,2018,2018/10/26,26,1360
4519,10,eau claire,2018,2018/10/26,26,5517
318,10,bayfield,2018,2018/10/18,18,522
6103,10,brown,2018,2018/10/18,18,9706
109,10,buffalo,2018,2018/10/18,18,191
236,10,burnett,2018,2018/10/18,18,419
836,10,calumet,2018,2018/10/18,18,1391
1128,10,chippewa,2018,2018/10/18,18,1758
169,10,clark,2018,2018/10/18,18,284
1113,10,columbia,2018,2018/10/18,18,1661
121,10,crawford,2018,2018/10/18,18,239
15009,10,dane,2018,2018/10/18,18,24853
1119,10,dodge,2018,2018/10/18,18,1882
628,10,door,2018,2018/10/18,18,1094
814,10,monroe,2018,2018/10/25,25,1129
848,10,oconto,2018,2018/10/25,25,1149
1480,10,oneida,2018,2018/10/25,25,2017
7017,10,outagamie,2018,2018/10/25,25,9255
7290,10,ozaukee,2018,2018/10/25,25,8834
78,10,pepin,2018,2018/10/25,25,146
944,10,pierce,2018,2018/10/25,25,1401
777,10,polk,2018,2018/10/25,25,1123
3293,10,portage,2018,2018/10/25,25,4073
274,10,price,2018,2018/10/25,25,416
7196,10,racine,2018,2018/10/25,25,9957
128,10,florence,2018,2018/10/26,26,191
3400,10,fond du lac,2018,2018/10/26,26,4538
240,10,forest,2018,2018/10/26,26,359
989,10,grant,2018,2018/10/26,26,1519
810,10,green,2018,2018/10/26,26,1189
506,10,green lake,2018,2018/10/26,26,697
748,10,iowa,2018,2018/10/26,26,965
246,10,iron,2018,2018/10/26,26,318
231,10,jackson,2018,2018/10/26,26,381
2373,10,jefferson,2018,2018/10/26,26,3177
382,10,juneau,2018,2018/10/26,26,583
8818,10,kenosha,2018,2018/10/26,26,11028
529,10,kewaunee,2018,2018/10/26,26,704
1053,10,douglas,2018,2018/10/18,18,1594
521,10,dunn,2018,2018/10/18,18,969
2020,10,eau claire,2018,2018/10/18,18,3333
71,10,florence,2018,2018/10/18,18,141
1824,10,fond du lac,2018,2018/10/18,18,2955
90,10,forest,2018,2018/10/18,18,248
490,10,grant,2018,2018/10/18,18,1016
397,10,green,2018,2018/10/18,18,712
238,10,green lake,2018,2018/10/18,18,420
338,10,iowa,2018,2018/10/18,18,601
183,10,iron,2018,2018/10/18,18,260
69,10,jackson,2018,2018/10/18,18,229
1013,10,jefferson,2018,2018/10/18,18,1771
98,10,richland,2018,2018/10/25,25,208
4579,10,rock,2018,2018/10/25,25,6370
203,10,rusk,2018,2018/10/25,25,325
3108,10,st. croix,2018,2018/10/25,25,4193
1773,10,sauk,2018,2018/10/25,25,2461
665,10,sawyer,2018,2018/10/25,25,861
681,10,shawano,2018,2018/10/25,25,1061
4424,10,sheboygan,2018,2018/10/25,25,5831
346,10,taylor,2018,2018/10/25,25,492
287,10,trempealeau,2018,2018/10/25,25,490
6635,10,la crosse,2018,2018/10/26,26,7860
242,10,lafayette,2018,2018/10/26,26,341
421,10,langlade,2018,2018/10/26,26,624
603,10,lincoln,2018,2018/10/26,26,835
2973,10,manitowoc,2018,2018/10/26,26,3719
5810,10,marathon,2018,2018/10/26,26,7173
1099,10,marinette,2018,2018/10/26,26,1482
335,10,marquette,2018,2018/10/26,26,464
87,10,menominee,2018,2018/10/26,26,99
40905,10,milwaukee,2018,2018/10/26,26,51463
884,10,monroe,2018,2018/10/26,26,1190
915,10,oconto,2018,2018/10/26,26,1202
1600,10,oneida,2018,2018/10/26,26,2121
174,10,juneau,2018,2018/10/18,18,408
4709,10,kenosha,2018,2018/10/18,18,7198
321,10,kewaunee,2018,2018/10/18,18,520
2076,10,la crosse,2018,2018/10/18,18,3671
163,10,lafayette,2018,2018/10/18,18,266
219,10,langlade,2018,2018/10/18,18,450
352,10,lincoln,2018,2018/10/18,18,634
1595,10,manitowoc,2018,2018/10/18,18,2388
2973,10,marathon,2018,2018/10/18,18,4528
637,10,marinette,2018,2018/10/18,18,1019
183,10,marquette,2018,2018/10/18,18,316
45,10,menominee,2018,2018/10/18,18,65
18369,10,milwaukee,2018,2018/10/18,18,30918
373,10,vernon,2018,2018/10/25,25,634
1306,10,vilas,2018,2018/10/25,25,1590
3882,10,walworth,2018,2018/10/25,25,5547
464,10,washburn,2018,2018/10/25,25,663
6487,10,washington,2018,2018/10/25,25,8325
24622,10,waukesha,2018,2018/10/25,25,31927
1374,10,waupaca,2018,2018/10/25,25,1812
483,10,waushara,2018,2018/10/25,25,749
6723,10,winnebago,2018,2018/10/25,25,8838
2455,10,wood,2018,2018/10/25,25,3201
8109,10,outagamie,2018,2018/10/26,26,10260
8147,10,ozaukee,2018,2018/10/26,26,9591
84,10,pepin,2018,2018/10/26,26,149
1068,10,pierce,2018,2018/10/26,26,1532
838,10,polk,2018,2018/10/26,26,1179
3645,10,portage,2018,2018/10/26,26,4394
284,10,price,2018,2018/10/26,26,427
8540,10,racine,2018,2018/10/26,26,11127
104,10,richland,2018,2018/10/26,26,224
5275,10,rock,2018,2018/10/26,26,6934
229,10,rusk,2018,2018/10/26,26,354
3476,10,st. croix,2018,2018/10/26,26,4561
362,10,monroe,2018,2018/10/18,18,691
473,10,oconto,2018,2018/10/18,18,788
902,10,oneida,2018,2018/10/18,18,1583
2869,10,outagamie,2018,2018/10/18,18,5282
3345,10,ozaukee,2018,2018/10/18,18,5305
48,10,pepin,2018,2018/10/18,18,113
403,10,pierce,2018,2018/10/18,18,877
417,10,polk,2018,2018/10/18,18,807
1834,10,portage,2018,2018/10/18,18,2623
137,10,price,2018,2018/10/18,18,276
2697,10,racine,2018,2018/10/18,18,5776
61,10,richland,2018,2018/10/18,18,153
579,10,adams,2018,2018/10/28,28,728
527,10,ashland,2018,2018/10/28,28,651
1253,10,barron,2018,2018/10/28,28,1676
548,10,bayfield,2018,2018/10/28,28,738
1986,10,sauk,2018,2018/10/26,26,2628
709,10,sawyer,2018,2018/10/26,26,905
765,10,shawano,2018,2018/10/26,26,1132
4894,10,sheboygan,2018,2018/10/26,26,6227
372,10,taylor,2018,2018/10/26,26,527
304,10,trempealeau,2018,2018/10/26,26,501
445,10,vernon,2018,2018/10/26,26,704
1418,10,vilas,2018,2018/10/26,26,1675
4470,10,walworth,2018,2018/10/26,26,5949
497,10,washburn,2018,2018/10/26,26,679
7647,10,washington,2018,2018/10/26,26,9362
28465,10,waukesha,2018,2018/10/26,26,35348
2362,10,rock,2018,2018/10/18,18,4102
120,10,rusk,2018,2018/10/18,18,228
1639,10,st. croix,2018,2018/10/18,18,2747
927,10,sauk,2018,2018/10/18,18,1727
447,10,sawyer,2018,2018/10/18,18,682
375,10,shawano,2018,2018/10/18,18,682
2669,10,sheboygan,2018,2018/10/18,18,4043
197,10,taylor,2018,2018/10/18,18,361
132,10,trempealeau,2018,2018/10/18,18,318
239,10,vernon,2018,2018/10/18,18,498
826,10,vilas,2018,2018/10/18,18,1180
1805,10,walworth,2018,2018/10/18,18,3477
282,10,washburn,2018,2018/10/18,18,504
14616,10,brown,2018,2018/10/28,28,17773
190,10,buffalo,2018,2018/10/28,28,272
426,10,burnett,2018,2018/10/28,28,570
2329,10,calumet,2018,2018/10/28,28,2833
2446,10,chippewa,2018,2018/10/28,28,2963
317,10,clark,2018,2018/10/28,28,423
2251,10,columbia,2018,2018/10/28,28,2803
263,10,crawford,2018,2018/10/28,28,373
45172,10,dane,2018,2018/10/28,28,53212
2512,10,dodge,2018,2018/10/28,28,3218
1762,10,door,2018,2018/10/28,28,2196
1825,10,douglas,2018,2018/10/28,28,2273
1532,10,waupaca,2018,2018/10/26,26,1948
532,10,waushara,2018,2018/10/26,26,797
7826,10,winnebago,2018,2018/10/26,26,9795
2739,10,wood,2018,2018/10/26,26,3462
2520,10,washington,2018,2018/10/18,18,4462
9789,10,waukesha,2018,2018/10/18,18,17689
661,10,waupaca,2018,2018/10/18,18,1226
300,10,waushara,2018,2018/10/18,18,575
3463,10,winnebago,2018,2018/10/18,18,5739
1306,10,wood,2018,2018/10/18,18,2232
1049,10,dunn,2018,2018/10/28,28,1467
5076,10,eau claire,2018,2018/10/28,28,6029
135,10,florence,2018,2018/10/28,28,202
3792,10,fond du lac,2018,2018/10/28,28,5078
245,10,forest,2018,2018/10/28,28,364
1100,10,grant,2018,2018/10/28,28,1625
903,10,green,2018,2018/10/28,28,1284
555,10,green lake,2018,2018/10/28,28,722
832,10,iowa,2018,2018/10/28,28,1041
283,10,iron,2018,2018/10/28,28,353
250,10,jackson,2018,2018/10/28,28,393
2639,10,jefferson,2018,2018/10/28,28,3430
418,10,juneau,2018,2018/10/28,28,637
9953,10,kenosha,2018,2018/10/28,28,11995
539,10,kewaunee,2018,2018/10/28,28,710
7545,10,la crosse,2018,2018/10/28,28,8705
261,10,lafayette,2018,2018/10/28,28,361
449,10,langlade,2018,2018/10/28,28,658
659,10,lincoln,2018,2018/10/28,28,918
3248,10,manitowoc,2018,2018/10/28,28,3997
6561,10,marathon,2018,2018/10/28,28,7902
1201,10,marinette,2018,2018/10/28,28,1583
353,10,marquette,2018,2018/10/28,28,491
91,10,menominee,2018,2018/10/28,28,102
47157,10,milwaukee,2018,2018/10/28,28,57376
1006,10,monroe,2018,2018/10/28,28,1304
978,10,oconto,2018,2018/10/28,28,1266
1718,10,oneida,2018,2018/10/28,28,2231
9419,10,outagamie,2018,2018/10/28,28,11522
9195,10,ozaukee,2018,2018/10/28,28,10612
111,10,pepin,2018,2018/10/28,28,176
1233,10,pierce,2018,2018/10/28,28,1692
919,10,polk,2018,2018/10/28,28,1249
4023,10,portage,2018,2018/10/28,28,4749
285,10,price,2018,2018/10/28,28,428
10379,10,racine,2018,2018/10/28,28,12819
249,10,richland,2018,2018/10/28,28,372
5960,10,rock,2018,2018/10/28,28,7618
248,10,rusk,2018,2018/10/28,28,369
3785,10,st. croix,2018,2018/10/28,28,4858
2177,10,sauk,2018,2018/10/28,28,2836
756,10,sawyer,2018,2018/10/28,28,943
837,10,shawano,2018,2018/10/28,28,1206
5273,10,sheboygan,2018,2018/10/28,28,6572
390,10,taylor,2018,2018/10/28,28,549
315,10,trempealeau,2018,2018/10/28,28,513
559,10,vernon,2018,2018/10/28,28,813
1509,10,vilas,2018,2018/10/28,28,1757
5009,10,walworth,2018,2018/10/28,28,6441
514,10,washburn,2018,2018/10/28,28,689
8773,10,washington,2018,2018/10/28,28,10469
33424,10,waukesha,2018,2018/10/28,28,40191
1670,10,waupaca,2018,2018/10/28,28,2075
555,10,waushara,2018,2018/10/28,28,811
8952,10,winnebago,2018,2018/10/28,28,10894
2947,10,wood,2018,2018/10/28,28,3666
116,8,adams,2018,2018/8/10,10,177
212,8,ashland,2018,2018/8/10,10,309
265,8,barron,2018,2018/8/10,10,385
113,8,bayfield,2018,2018/8/10,10,150
4048,8,brown,2018,2018/8/10,10,5321
101,8,buffalo,2018,2018/8/10,10,122
99,8,burnett,2018,2018/8/10,10,149
624,8,calumet,2018,2018/8/10,10,787
565,8,chippewa,2018,2018/8/10,10,767
164,8,clark,2018,2018/8/10,10,222
566,8,columbia,2018,2018/8/10,10,748
105,8,crawford,2018,2018/8/10,10,159
13800,8,dane,2018,2018/8/10,10,17057
946,8,dodge,2018,2018/8/10,10,1197
451,8,door,2018,2018/8/10,10,606
544,8,douglas,2018,2018/8/10,10,885
382,8,dunn,2018,2018/8/10,10,533
1722,8,eau claire,2018,2018/8/10,10,2122
35,8,florence,2018,2018/8/10,10,49
1376,8,fond du lac,2018,2018/8/10,10,1849
156,8,forest,2018,2018/8/10,10,203
463,8,grant,2018,2018/8/10,10,695
298,8,green,2018,2018/8/10,10,413
177,8,green lake,2018,2018/8/10,10,210
275,8,iowa,2018,2018/8/10,10,377
109,8,iron,2018,2018/8/10,10,147
63,8,jackson,2018,2018/8/10,10,93
807,8,jefferson,2018,2018/8/10,10,1032
71,8,juneau,2018,2018/8/10,10,222
2862,8,kenosha,2018,2018/8/10,10,3807
249,8,kewaunee,2018,2018/8/10,10,320
1910,8,la crosse,2018,2018/8/10,10,2254
92,8,lafayette,2018,2018/8/10,10,137
155,8,langlade,2018,2018/8/10,10,208
333,8,lincoln,2018,2018/8/10,10,460
1127,8,manitowoc,2018,2018/8/10,10,1423
1837,8,marathon,2018,2018/8/10,10,2447
421,8,marinette,2018,2018/8/10,10,566
120,8,marquette,2018,2018/8/10,10,152
0,8,menominee,2018,2018/8/10,10,0
14155,8,milwaukee,2018,2018/8/10,10,18950
366,8,monroe,2018,2018/8/10,10,481
370,8,oconto,2018,2018/8/10,10,474
511,8,oneida,2018,2018/8/10,10,778
2659,8,outagamie,2018,2018/8/10,10,3429
2418,8,ozaukee,2018,2018/8/10,10,2988
19,8,pepin,2018,2018/8/10,10,35
281,8,pierce,2018,2018/8/10,10,457
279,8,polk,2018,2018/8/10,10,403
825,8,portage,2018,2018/8/10,10,1065
100,8,price,2018,2018/8/10,10,146
3043,8,racine,2018,2018/8/10,10,4398
110,8,richland,2018,2018/8/10,10,162
1959,8,rock,2018,2018/8/10,10,2497
141,8,rusk,2018,2018/8/10,10,197
746,8,st. croix,2018,2018/8/10,10,1067
797,8,sauk,2018,2018/8/10,10,1006
177,8,sawyer,2018,2018/8/10,10,259
